"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"qs","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.25.5",NA,"R (>= 3.0.2)","Rcpp, RApiSerialize (>= 0.1.1), stringfish (>= 0.15.1)","Rcpp, RApiSerialize, stringfish","knitr, rmarkdown, testthat, dplyr, data.table",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"quadprog","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"quantmod","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4.25",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl, jsonlite(>= 1.1)",NA,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"quantreg","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","5.97",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"quarto","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3",NA,NA,"utils,rmarkdown,jsonlite,yaml,processx,rstudioapi,later,rsconnect
(>= 0.8.26)",NA,"knitr, testthat (>= 3.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"QuickJSR","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.6",NA,NA,"jsonlite, R6, Rcpp","Rcpp","testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"R.cache","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.16.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.methodsS3","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.oo","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.25.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.rsp","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.45.0",NA,"R (>= 2.14.0)","methods, stats, tools, utils, R.methodsS3 (>= 1.8.0), R.oo (>=
1.23.0), R.utils, R.cache, digest",NA,"tcltk, markdown, knitr, R.devices, base64enc, ascii",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.utils","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.12.2",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R2WinBUGS","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1-21",NA,"R (>= 2.13.0), coda (>= 0.11-0), boot","utils, stats, graphics",NA,"BRugs (>= 0.3-2)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"R6","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"ragg","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.2.5",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"randomForest","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","4.7-1.1",NA,"R (>= 4.1.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"ranger","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.15.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"rapidjsonr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.2.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"RApiSerialize","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.1.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"rappdirs","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"raster","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","3.6-23",NA,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.7-29)","Rcpp","ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"rbibutils","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.2.15",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"rcmdcheck","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"RColorBrewer","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.1"
"Rcpp","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.11",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppAnnoy","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.0.21",NA,"R (>= 3.1)","methods, Rcpp","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppArmadillo","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.12.6.4.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppEigen","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"RcppParallel","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","5.1.7",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"RcppProgress","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"RcppTOML","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RCurl","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.98-1.12",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"Rdpack","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.5",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"reactable","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4.4",NA,"R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3),
jsonlite, reactR",NA,"covr, crosstalk, dplyr, fontawesome, knitr, leaflet, MASS,
rmarkdown, shiny, sparkline, testthat, tippy, V8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reactR","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4.4",NA,NA,"htmltools",NA,"htmlwidgets (>= 1.5.3), rmarkdown, shiny, V8, knitr, usethis,
jsonlite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"readr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1.4",NA,"R (>= 3.5)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"readxl","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.3",NA,"R (>= 3.6)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"recipes","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.8",NA,"dplyr (>= 1.1.0), R (>= 3.6)","cli, clock (>= 0.6.1), ellipsis, generics (>= 0.1.2), glue,
gower, hardhat (>= 1.3.0), ipred (>= 0.9-12), lifecycle (>=
1.0.3), lubridate (>= 1.8.0), magrittr, Matrix, purrr (>=
1.0.0), rlang (>= 1.0.3), stats, tibble, tidyr (>= 1.0.0),
tidyselect (>= 1.2.0), timeDate, utils, vctrs (>= 0.5.0), withr",NA,"covr, ddalpha, dials (>= 1.2.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 0.1.7), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"registry","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"rematch","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.0.0",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rematch2","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"remotes","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.4.2.1",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"renv","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.3",NA,NA,"utils",NA,"BiocManager, cli, covr, cpp11, devtools, gitcreds, jsonlite,
knitr, miniUI, packrat, pak, R6, remotes, reticulate,
rmarkdown, rstudioapi, shiny, testthat, uuid, waldo, yaml,
webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"repr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.6",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"reprex","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reshape","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"reshape2","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"reticulate","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.32.0",NA,"R (>= 3.5)","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr","Rcpp","callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"rex","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rgdal","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.6-7",NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","sp","knitr, DBI, RSQLite, maptools, mapview, rmarkdown, curl,
rgeos",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"rgee","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.7",NA,"R (>= 3.3.0)","methods, reticulate (>= 1.27), rstudioapi (>= 0.7), leaflet
(>= 2.0.2), magrittr, jsonlite, processx, leafem, crayon, R6,
cli",NA,"magick, geojsonio, sf, stars, googledrive (>= 2.0.0), gargle,
httr, digest, testthat, future, terra, covr, knitr, rmarkdown,
png, googleCloudStorageR, leaflet.extras2, spelling, raster",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.3.1"
"rgl","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.2.1",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, rmarkdown (>= 2.16), deldir (>= 1.0-4), orientlib,
lattice, misc3d, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d, tcltk, js (>= 1.2), webshot2 (>= 0.1.0), downlit
(>= 0.4.0), pkgdown (>= 2.0.0), extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown, crosstalk, V8,
chromote, jpeg, png","waldo","GPL",NA,NA,NA,NA,"yes","4.3.1"
"rhub","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.2",NA,NA,"assertthat, callr, cli (>= 1.1.0), crayon, desc, digest, httr,
jsonlite, parsedate, pillar, prettyunits, processx, R6,
rappdirs, rcmdcheck (>= 1.2.1), rematch, tibble, utils, uuid,
whoami, withr",NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rio","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.1",NA,"R (>= 3.6)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.11.2), readxl (>= 0.1.1), tibble, stringi,
writexl, lifecycle, R.utils",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, fst,
hexView, jsonlite, pzfx, readODS (>= 2.1.0), readr, rmarkdown,
rmatio, xml2 (>= 1.2.0), yaml, qs, arrow (>= 0.17.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"riskRegression","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2023.09.08",NA,"R (>= 3.5.0),","cmprsk, data.table (>= 1.12.2), doParallel, foreach, ggplot2
(>= 3.1.0), graphics, lattice, lava (>= 1.6.5), mets, mvtnorm,
parallel, plotrix, prodlim (>= 2018.4.18), Publish, ranger,
Rcpp, rms (>= 5.1.3), stats, survival (>= 2.44.1), timereg (>=
1.9.3)","Rcpp, RcppArmadillo","boot, smcfcs, casebase, glmnet, gbm, flexsurv, grpreg,
hal9001, mgcv, mstate, nnls, numDeriv, party, pec, penalized,
pROC, randomForest, randomForestSRC, rpart, scam, SuperLearner,
testthat, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"rjson","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.2.21",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"RJSONIO","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3-1.8",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rlang","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.1",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rmarkdown","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.25",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools,
utils, xfun (>= 0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"rmdfiltr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.1.3",NA,NA,"assertthat (>= 0.2.1), utils, rmarkdown (>= 1.12)",NA,"dplyr (>= 0.8.0.1), ggplot2 (>= 3.0.0), knitr (>= 1.22),
spelling (>= 2.1), testthat (>= 2.0.0), tibble (>= 2.1.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rms","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","6.7-1",NA,"R (>= 3.5.0), Hmisc (>= 5.1-0)","methods, survival, quantreg, ggplot2, SparseM, rpart, nlme (>=
3.1-123), polspline, multcomp, htmlTable (>= 1.11.0),
htmltools, MASS, cluster, digest, colorspace, knitr, grDevices",NA,"boot, tcltk, plotly (>= 4.5.6), mice, rmsb, nnet, VGAM,
lattice, kableExtra",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RMySQL","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.10.26",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods",NA,"testthat, curl",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"ROCR","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"roxygen2","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","7.2.3",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rpart","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"RPostgres","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.5",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), hms (>= 1.0.0),
lubridate, methods, Rcpp (>= 1.0.7), withr","plogr (>= 0.2.0), Rcpp","callr, covr, DBItest (>= 1.7.2.9001), knitr, rmarkdown,
testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"RPostgreSQL","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.7-5",NA,"R (>= 2.9.0), methods, DBI (>= 0.3)",NA,NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rprojroot","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rsconnect","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.1",NA,"R (>= 3.5.0)","cli, curl, digest, jsonlite, lifecycle, openssl (>= 2.0.0),
packrat (>= 0.6), renv (>= 1.0.0), rlang (>= 1.0.0), rstudioapi
(>= 0.5), tools, yaml (>= 2.1.5)",NA,"Biobase, BiocManager, foreign, knitr, MASS, plumber (>=
0.3.2), quarto, RCurl, reticulate, rmarkdown (>= 1.1), shiny,
testthat (>= 3.1.9), webfakes, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"rsm","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.10.4",NA,NA,"estimability",NA,"emmeans (> 1.3.5.1), Vdgraph, conf.design, DoE.base, FrF2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"RSQLite","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.3.1",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig","plogr (>= 0.2.0), cpp11 (>= 0.4.0)","callr, DBItest (>= 1.7.2.9001), gert, gh, hms, knitr,
magrittr, rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.3.1"
"rstan","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.26.23",NA,"R (>= 3.4.0), StanHeaders (>= 2.26.22)","methods, stats4, inline (>= 0.3.19), gridExtra (>= 2.3), Rcpp
(>= 1.0.7), RcppParallel (>= 5.1.4), loo (>= 2.4.1), pkgbuild
(>= 1.2.0), QuickJSR, ggplot2 (>= 3.3.5)","Rcpp (>= 1.0.7), RcppEigen (>= 0.3.3.9.1), BH (>= 1.75.0-0),
StanHeaders (>= 2.26.22), RcppParallel (>= 5.1.4)","testthat (>= 3.0.4), parallel, KernSmooth, shinystan,
bayesplot, rmarkdown, rstantools, rstudioapi, Matrix, knitr,
rstanarm, coda",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"rstantools","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.3.1.1",NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",NA,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"rstatix","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.7.2",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"rstudioapi","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.15.0",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rticles","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.25",NA,NA,"knitr (>= 1.30), lifecycle, rmarkdown (>= 2.14), tinytex (>=
0.30), utils, xfun, yaml",NA,"bookdown, withr, covr, testit, testthat (>= 3.0.0), xtable",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"rversions","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rvest","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.3",NA,"R (>= 3.2)","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",NA,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"Ryacas","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.5",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.0), stats, methods, magrittr","Rcpp","devtools, exams, knitr, Matrix, pkgload, rmarkdown, igraph,
testthat (>= 2.1.0), unix, Rmpfr",NA,"GPL",NA,NA,NA,NA,"yes","4.3.1"
